lat,lon,name,admin1,admin2,cc
-1,-1,662,221,16,
-1,-1,663,221,16,
-1,-1,664,221,16,
-1,-1,665,222,16,
-1,-1,666,222,16,
-1,-1,667,223,16,
-1,-1,668,224,16,
-1,-1,669,225,16,
-1,-1,670,225,16,
-1,-1,671,226,16,
-1,-1,672,227,16,
-1,-1,673,228,16,
-1,-1,674,228,16,
-1,-1,675,228,16,
-1,-1,676,229,16,
-1,-1,677,230,16,
-1,-1,678,230,16,
-1,-1,679,231,16,
31.1627056,52.6490454,680,232,17,
31.5158438,52.1247911,681,232,17,
31.1952313,52.4862158,682,232,17,
31.0338723,52.8397513,683,232,17,
31.1915603,52.5155699,684,232,17,
29.914968,53.3089761,685,233,17,
29.1252321,54.0405113,686,234,17,
29.0203737,54.2477453,687,234,17,
29.2006585,53.72760353,688,234,17,
30.8925778,52.688496,689,235,17,
-1,-1,690,235,17,
30.7231669,51.954873,691,235,17,
30.7101418,52.1742262,692,235,17,
30.4894787,53.5923677,693,236,17,
29.9693659,53.87376,694,236,17,
30.0327056,53.7165328,695,236,17,
30.2922977,53.802393,696,236,17,
30.0797928,53.1358118,697,237,17,
30.18526535,53.20594936,698,237,17,
28.9621588,53.2168427,699,238,17,
28.4961762,53.5593366,700,238,17,
28.937829,53.3147706,701,238,17,
28.7017719,52.9536255,702,238,17,
28.6393017,53.6378046,703,238,17,
29.498294,53.3122486,704,239,17,
29.6271573,53.2339929,705,239,17,
30.6120886,53.1952146,706,240,17,
-1,-1,707,240,17,
27.8899259,53.4367822,708,241,17,
28.6548665,54.6837567,709,242,17,
28.753194,54.548149,710,242,17,
28.3071988,55.1923987,711,242,17,
28.2155252,55.133631,712,242,17,
30.3355051,51.2901805,713,243,17,
30.2443946,51.5241743,714,243,17,
28.3590721,54.4206696,715,244,17,
28.4064149,54.1884143,716,244,17,
28.3333299,54.4178307,717,244,17,
30.2623521,51.9836519,718,245,17,
30.0080169,52.3604232,719,245,17,
-1,-1,720,245,17,
29.2721889,53.22157,721,246,17,
29.2306219,52.9562466,722,246,17,
-1,-1,723,247,17,
29.5751121,52.89745177,724,247,17,
29.7788503,52.7185108,725,247,17,
-1,-1,726,247,17,
29.6060218,52.5378041,727,247,17,
29.7997169,52.6504164,728,247,17,
28.4921165,52.3036835,729,248,17,
28.8553783,52.0946443,730,248,17,
29.1225372,52.0151013,731,248,17,
28.7484346,53.8041063,732,249,17,
28.9486348,53.9955053,733,249,17,
28.9366395,53.6510677,734,249,17,
28.8598202,54.16065088,735,249,17,
-1,-1,736,249,17,
28.8545602,53.8259023,737,249,17,
28.845604,52.5727236,738,250,17,
28.8664357,52.7485571,739,250,17,
28.3468462,52.9664812,740,251,17,
-1,-1,741,251,17,
28.482802,53.0357558,742,251,17,
-1,-1,743,251,17,
-1,-1,744,251,17,
29.2869221,51.9394109,745,252,17,
29.5679441,51.3395311,746,252,17,
29.8510025,51.5819119,747,252,17,
29.6202056,51.652273,748,252,17,
29.5327812,51.3960796,749,252,17,
29.8019495,51.6935995,750,252,17,
29.2003014,52.6926076,751,253,17,
27.6701538,54.1378384,752,254,17,
27.7625325,54.0051497,753,255,17,
28.0832919,54.0467988,754,255,17,
27.4298807,53.5141478,755,255,17,
28.2529474,53.9829116,756,255,17,
27.6459069,54.345362,757,255,17,
27.4474729,53.8602178,758,255,17,
27.6619203,54.3229561,759,255,17,
27.6900779,54.38714,760,255,17,
27.2218581,53.6163045,761,256,17,
27.2112114,53.6588384,762,256,17,
27.6248362,52.9976097,763,256,17,
27.333426,53.1816105,764,256,17,
30.3458603,52.24196224,765,257,17,
30.0755424,52.592567,766,257,17,
